"faultid","subcatcode","refsubsystem","faultcode","faultnumber","faults","repairtimeh","repairtimem","remarks","nooftrademen","workdone","critical","scheduled","disable"
"1317","918.0","125.0","2.0","K00001002","No isolated supply (MED) K00001002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1318","918.0","125.0","3.0","K00001003","No ECG input signal (MED) K00001003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1319","918.0","125.0","4.0","K00001004","Differential amplifier faulty (MED) K00001004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1320","918.0","125.0","5.0","K00001005","Modulator circuit faulty (MED) K00001005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1321","918.0","125.0","6.0","K00001006","Patient cable faulty (MED) K00001006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1322","918.0","125.0","7.0","K00001007","PCB faulty (MED) K00001007","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1323","918.0","125.0","8.0","K00001008","Compressor faulty (MED) K00001008","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1324","918.0","125.0","9.0","K00001009","Amp meter faulty (MED) K00001009","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1325","918.0","125.0","10.0","K00001010","Pressure gauge faulty (MED) K00001010","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1326","918.0","125.0","11.0","K00001011","Mercury leakage (MED) K00001011","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1327","918.0","125.0","12.0","K00001012","Bladder leakage (MED) K00001012","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1328","918.0","125.0","13.0","K00001013","Knob bkn (MED) K00001013","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1329","918.0","125.0","14.0","K00001014","Oxygen valve gauge faulty (MED) K00001014","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1330","918.0","126.0","1.0","K00002001","Documentation (MISC) K00002001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1331","918.0","126.0","2.0","K00002002","Supervision (MISC) K00002002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1332","918.0","126.0","3.0","K00002003","Ancy work (MISC) K00002003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1333","918.0","126.0","4.0","K00002004","Misc Repair (MISC) K00002004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1334","919.0","127.0","1.0","L00001001","Binocular Optical component dirty (INST) L00001001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1335","919.0","127.0","2.0","L00001002","Binocular Focussing out (INST) L00001002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1336","919.0","127.0","3.0","L00001003","Binocular Collimation out (INST) L00001003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1337","919.0","127.0","4.0","L00001004","Compass Prismatic Bubble in chamber (INST) L00001004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1338","919.0","127.0","5.0","L00001005","Compass Prismatic Prism dirty (INST) L00001005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1339","919.0","127.0","6.0","L00001006","Director No 7 Optical cleaning (INST) L00001006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1340","919.0","127.0","7.0","L00001007","Director No 7 Circular bubble leaking (INST) L00001007","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1341","919.0","127.0","8.0","L00001008","Collimator Sight Optical cleaning (INST) L00001008","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1342","919.0","127.0","9.0","L00001009","LUMINIOUS PAINT PERISHED (INST) L00001009","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1343","919.0","127.0","10.0","L00001010","Telescopic Sight Optical cleaning (INST) L00001010","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1344","919.0","127.0","11.0","L00001011","SRS Sight L-70 graticule tilt (INST) L00001011","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1345","919.0","127.0","12.0","L00001012","SRS Sight L-70 Optical cleaning (INST) L00001012","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1346","919.0","127.0","13.0","L00001013","Tank BMP-1 sights optical cleaning (INST) L00001013","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1347","919.0","127.0","14.0","L00001014","Tank BMP-1 Inst Panel faulty (INST) L00001014","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1348","919.0","127.0","15.0","L00001015","Day/Night mode lever faulty (INST) L00001015","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1349","919.0","127.0","16.0","L00001016","IC tube weak (INST) L00001016","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1350","919.0","127.0","17.0","L00001017","Search light faulty (INST) L00001017","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1351","919.0","127.0","18.0","L00001018","Periscopic sight faulty (INST) L00001018","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1352","919.0","128.0","1.0","L00002001","Documentation (MISC) L00002001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1353","919.0","128.0","2.0","L00002002","Supervision (MISC) L00002002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1354","919.0","128.0","3.0","L00002003","Ancy work (MISC) L00002003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1355","919.0","128.0","4.0","L00002004","Misc Repair (MISC) L00002004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1356","920.0","129.0","1.0","M00001001","Monitor Faulty (GEN) M00001001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1357","920.0","129.0","2.0","M00001002","Printer N/W (GEN) M00001002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1358","920.0","129.0","3.0","M00001003","UPS N/W (GEN) M00001003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1359","920.0","129.0","4.0","M00001004","CPU N/W (GEN) M00001004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1360","920.0","129.0","5.0","M00001005","VPS N/W (GEN) M00001005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1361","920.0","129.0","6.0","M00001006","Data Switch N/W (GEN) M00001006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1362","920.0","129.0","7.0","M00001007","Keyboard N/W (GEN) M00001007","0.0","30.0","keyboard related problems, involves cleaning/repairs and replacement","1.0","NaN","0","1","0"
"1363","920.0","129.0","8.0","M00001008","Mouse N/W (GEN) M00001008","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1364","920.0","129.0","9.0","M00001009","Speaker N/W (GEN) M00001009","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1365","920.0","129.0","10.0","M00001010","Laptop N/W (GEN) M00001010","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1366","920.0","129.0","11.0","M00001011","Server N/W (GEN) M00001011","0.0","30.0","NaN","1.0","NaN","1","1","0"
"1367","920.0","129.0","12.0","M00001012","Ext CD/DVD ROM/Writer faulty (GEN) M00001012","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1368","920.0","129.0","13.0","M00001013","Hard Disk (HDD) Internal/External faulty,corrupted,N/W (GEN) M00001013","2.0","30.0","NaN","1.0","NaN","0","1","0"
"1369","920.0","130.0","1.0","M00002001","Documentation (MISC) M00002001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1370","920.0","130.0","2.0","M00002002","Supervision (MISC) M00002002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1371","920.0","130.0","3.0","M00002003","Misc Repair (MISC) M00002003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1372","921.0","131.0","1.0","N00001001","Sml Faulty (GEN) N00001001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1373","921.0","132.0","1.0","N00002001","Documentation (MISC) N00002001","2.0","30.0","NaN","1.0","NaN","0","1","0"
"1374","921.0","132.0","2.0","N00002002","Supervision (MISC) N00002002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1375","921.0","132.0","3.0","N00002003","Misc Repair (MISC) N00002003","2.0","30.0","NaN","1.0","NaN","0","1","0"
"1376","922.0","133.0","1.0","P00001001","MISC WORK","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1377","922.0","134.0","1.0","P00002001","Supervision (MISC) P00002001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1378","922.0","134.0","2.0","P00002002","Documentation (MISC) P00002002","2.0","30.0","NaN","1.0","NaN","0","1","0"
"1379","923.0","135.0","1.0","Y00001001","Firing Range Duties SA (MISC) Y00001001","0.0","30.0","NaN","1.0","NaN","0","2","0"
"1380","923.0","135.0","2.0","Y00001002","Trg Area Assistance (MISC) Y00001002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1381","923.0","135.0","3.0","Y00001003","AAD Firing Range Duties (MISC) Y00001003","2.0","30.0","NaN","1.0","NaN","0","1","0"
"1382","923.0","135.0","4.0","Y00001004","Modifications (MISC) Y00001004","3.0","30.0","NaN","1.0","NaN","0","2","0"
"1383","923.0","135.0","5.0","Y00001005","Trials and Technical Board Members (MISC) Y00001005","6.0","30.0","NaN","1.0","NaN","0","2","0"
"1384","923.0","135.0","6.0","Y00001006","Conduct of central Lecture/Classes (MISC) Y00001006","2.0","30.0","NaN","1.0","NaN","0","2","0"
"1385","923.0","135.0","7.0","Y00001007","CEME Insp (MISC) Y00001007","3.0","30.0","CEME Insp ","1.0","CEME insp carried out ","0","2","0"
"1386","923.0","135.0","8.0","Y00001008","Electrical Lighting Duties (MISC) Y00001008","2.0","30.0","NaN","1.0","NaN","0","2","0"
"1387","923.0","135.0","9.0","Y00001009","Mobile Repair Team for outstation duties (MISC) Y00001009","2.0","30.0","NaN","1.0","NaN","0","2","0"
"1388","923.0","135.0","10.0","Y00001010","Conditioning of Spares (MISC) Y00001010","0.0","30.0","NaN","1.0","NaN","0","2","0"
"1389","923.0","135.0","11.0","Y00001011","Pre Firing Insp of SA (MISC) Y00001011","0.0","30.0","Pre Firing Insp c/out","1.0","Pre Firing Insp c/out","0","2","0"
"1390","923.0","135.0","12.0","Y00001012","After Firing Insp of SA (MISC) Y00001012","0.0","30.0","After Firing Insp c/out","1.0","After Firing Insp c/out","0","2","0"
"1391","923.0","135.0","13.0","Y00001013","Before Firing Insp of Guns (MISC) Y00001013","0.0","30.0","NaN","1.0","NaN","0","2","0"
"1392","923.0","135.0","14.0","Y00001014","After Firing Insp of Guns (MISC) Y00001014","1.0","0.0","NaN","1.0","NaN","0","2","0"
"1393","923.0","135.0","15.0","Y00001015","Daily fitness check of Veh (MISC) Y00001015","0.0","30.0","NaN","1.0","NaN","0","2","0"
"1394","923.0","135.0","16.0","Y00001016","Documentation (MISC) Y00001016","0.0","30.0","NaN","1.0","NaN","0","2","0"
"1395","923.0","135.0","17.0","Y00001017","Local Exercise (MISC) Y00001017","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1396","923.0","135.0","18.0","Y00001018","In situ repair (MISC) Y00001018","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1397","923.0","135.0","19.0","Y00001019","Installation of new eqpt (MISC) Y00001019","1.0","30.0","NaN","1.0","NaN","0","2","0"
"1398","923.0","135.0","20.0","Y00001020","Initial Insp (MISC) Y00001020","0.0","30.0","NaN","1.0","NaN","0","2","0"
"1399","923.0","135.0","21.0","Y00001021","Before firing insp of eqpt (MISC) Y00001021","3.0","30.0","NaN","1.0","NaN","0","2","0"
"1400","923.0","135.0","22.0","Y00001022","Misc Eqpt repair (MISC) Y00001022","2.0","30.0","NaN","1.0","NaN","0","1","0"
"1401","923.0","135.0","23.0","Y00001023","Misc Fault (MISC) Y00001023","3.0","30.0","NaN","1.0","NaN","0","1","0"
"1402","909.0","45.0","48.0","A00043048","Txn oil leaking from LH sproket & hub (TXN SYS) A00043048","2.0","30.0","NaN","1.0","NaN","0","1","0"
"1403","909.0","45.0","49.0","A00043049","Txn oil pressure not building up (TXN SYS) A00043049","3.0","30.0","NaN","1.0","NaN","1","1","0"
"1404","910.0","76.0","7.0","B00002007","Parking/Hand brake N/W (BRAKE) B00002007","1.0","30.0","repeated","1.0","NaN","0","1","1"
"1405","910.0","76.0","8.0","B00002008","Master cyl N/W  (BRAKE) B00002008","2.0","30.0","NaN","1.0","NaN","0","1","0"
"1406","910.0","76.0","9.0","B00002009","Front left side wheel cyl N/W (BRAKE) B00002009","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1407","910.0","76.0","10.0","B00002010","Front right side wheel cyl N/W (BRAKE) B00002010","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1408","910.0","76.0","11.0","B00002011","Rear left side wheel cyl N/W (BRAKE) B00002011","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1409","910.0","76.0","12.0","B00002012","Rear right side wheel cyl N/W (BRAKE) B00002012","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1410","910.0","76.0","13.0","B00002013","Brake Spongy (BRAKE) B00002013","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1411","910.0","76.0","14.0","B00002014","Brake pedal free play excessive/pedal adj (BRAKE) B00002014","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1412","910.0","76.0","15.0","B00002015","Brake pedal free play exessive (BRAKE) B00002015","0.0","30.0","repeat","1.0","NaN","0","1","1"
"1413","910.0","76.0","16.0","B00002016","Veh pulling (any side) (BRAKE) B00002016","1.0","30.0","give details in work done ","1.0","NaN","0","1","0"
"1414","910.0","76.0","17.0","B00002017","Brake pedal hard  (BRAKE) B00002017","1.0","0.0","NaN","1.0","NaN","0","1","0"
"1415","910.0","76.0","18.0","B00002018","Brake shoe bearing W/O (BRAKE) B00002018","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1416","910.0","76.0","19.0","B00002019","Brake shoe deteriorated (BRAKE) B00002019","2.0","0.0","NaN","1.0","NaN","0","1","0"
"1417","910.0","76.0","20.0","B00002020","Brake pipe line perished  (BRAKE) B00002020","2.0","0.0","NaN","1.0","NaN","0","1","0"
"1418","910.0","76.0","21.0","B00002021","Brake shoe rivets loose (BRAKE) B00002021","1.0","0.0","NaN","1.0","NaN","0","1","0"
"1419","910.0","76.0","22.0","B00002022","Wheel Brake cyl piston problems (Brake)B00002022","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1420","910.0","76.0","23.0","B00002023","Brake shoe returning spring bkn (BRAKE) B00002023","1.0","0.0","NaN","1.0","NaN","0","1","0"
"1421","910.0","76.0","24.0","B00002024","Back plate mounting bolt loose (BRAKE) B00002024","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1422","910.0","76.0","25.0","B00002025","Brake poor (BRAKE) B00002025","1.0","0.0","NaN","1.0","NaN","0","1","0"
"1423","910.0","76.0","26.0","B00002026","Loose brake drum on hub (BRAKE) B00002026","1.0","0.0","NaN","1.0","NaN","0","1","0"
"1424","910.0","76.0","27.0","B00002027","Wheel brg W/O (BRAKE) B00002027","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1425","910.0","76.0","28.0","B00002028","Wheel Drum rusty (BRAKE) B00002028","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1426","910.0","76.0","29.0","B00002029","Brake pedal not returning fully (BRAKE) B00002029","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1427","910.0","76.0","30.0","B00002030","Dual brake valve leaking (BRAKE) B00002030","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1428","910.0","76.0","31.0","B00002031","System protection valve leaking (BRAKE) B00002031","1.0","0.0","NaN","1.0","NaN","0","1","0"
"1429","910.0","76.0","32.0","B00002032","Air dryer dirty (BRAKE) B00002032","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1430","910.0","76.0","33.0","B00002033","Air pressure regulator N/W (BRAKE) B00002033","1.0","0.0","NaN","1.0","NaN","1","1","0"
"1431","910.0","76.0","34.0","B00002034","Air tank pressure not building up (BRAKE) B00002034","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1432","910.0","76.0","35.0","B00002035","Rack spring brake actuator N/W (BRAKE) B00002035","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1433","910.0","76.0","36.0","B00002036","Hand brake N/W (BRAKE) B00002036","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1434","910.0","76.0","37.0","B00002037","Hand brake pressure leaking (BRAKE) B00002037","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1435","910.0","76.0","38.0","B00002038","Hand brake cable bkn (BRAKE) B00002038","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1436","910.0","76.0","39.0","B00002039","Air pressure gauge N/W - BRAKE (BRAKE) B00002039","1.0","0.0","NaN","1.0","NaN","0","1","0"
"1437","910.0","76.0","40.0","B00002040","Exhaust brake N/W - BRAKE (BRAKE) B00002040","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1438","910.0","76.0","41.0","B00002041","Brake solenoid valve N/W - BRAKE (BRAKE) B00002041","1.0","30.0","NaN","1.0","NaN","1","1","0"
"1439","910.0","76.0","42.0","B00002042","Brake indicator N/W - BRAKE (BRAKE) B00002042","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1440","910.0","76.0","43.0","B00002043","Brake liner rivets loose - BRAKE (BRAKE) B00002043","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1441","910.0","76.0","44.0","B00002044","Air compressor N/W - BRAKE (BRAKE) B00002044","1.0","30.0","NaN","1.0","NaN","1","1","0"
"1442","910.0","76.0","45.0","B00002045","Trailor control valve leaking - BRAKE (BRAKE) B00002045","1.0","30.0","NaN","1.0","NaN","1","1","0"
"1443","910.0","76.0","46.0","B00002046","Rear relay N/W  - BRAKE (BRAKE) B00002046","1.0","0.0","NaN","1.0","NaN","0","1","0"
"1444","910.0","76.0","47.0","B00002047","Front relay inversion valve leaking - BRAKE (BRAKE) B00002047","1.0","0.0","NaN","1.0","NaN","0","1","0"
"1445","910.0","76.0","48.0","B00002048","Hand brake valve leaking - BRAKE (BRAKE) B00002048","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1446","910.0","76.0","49.0","B00002049","Brake binding - BRAKE (BRAKE) B00002049","1.0","0.0","NaN","1.0","NaN","1","1","0"
"1447","910.0","76.0","50.0","B00002050","Brake pedal free play excessive - BRAKE (BRAKE) B00002050","0.0","30.0","repeat","1.0","NaN","0","1","1"
"1448","910.0","76.0","51.0","B00002051","Disc brake caliper loose - BRAKE (BRAKE) B00002051","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1449","910.0","76.0","52.0","B00002052","Disc brake caliper pad W/O - BRAKE (BRAKE) B00002052","1.0","0.0","NaN","1.0","NaN","0","1","0"
"1450","910.0","76.0","53.0","B00002053","Disc brake piston seal damaged - BRAKE (BRAKE) B00002053","1.0","0.0","NaN","1.0","NaN","1","1","0"
"1451","910.0","76.0","54.0","B00002054","Disc and caliper not aligned - BRAKE (BRAKE) B00002054","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1452","910.0","76.0","55.0","B00002055","Disc brake holding clips not positioned properly - BRAKE (BRAKE) B00002055","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1453","910.0","76.0","56.0","B00002056","Wheel cyl scored - BRAKE (BRAKE) B00002056","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1454","910.0","76.0","57.0","B00002057","Brake fluid leaking - BRAKE (BRAKE) B00002057","1.0","30.0","NaN","1.0","NaN","1","1","0"
"1455","910.0","76.0","58.0","B00002058","Brake ineffective/pedal not working/free- BRAKE (BRAKE) B00002058","1.0","30.0","NaN","1.0","NaN","1","1","0"
"1456","910.0","76.0","59.0","B00002059","Brake adjustment - BRAKE (BRAKE) B00002059","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1457","910.0","76.0","60.0","B00002060","Brake linkage lubrication reqd  - BRAKE (BRAKE) B00002060","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1458","910.0","76.0","61.0","B00002061","Brake slow in release - BRAKE (BRAKE) B00002061","1.0","0.0","NaN","1.0","NaN","0","1","0"
"1459","910.0","76.0","62.0","B00002062","Vaccum booster N/W  - BRAKE (BRAKE) B00002062","1.0","30.0","NaN","1.0","NaN","1","1","0"
"1460","910.0","76.0","63.0","B00002063","Tandom master cyl N/W - BRAKE (BRAKE) B00002063","2.0","0.0","NaN","1.0","NaN","1","1","0"
"1461","910.0","76.0","64.0","B00002064","Uneven wear  of  disc - BRAKE (BRAKE) B00002064","1.0","0.0","NaN","1.0","NaN","0","1","0"
"1462","910.0","76.0","65.0","B00002065","Brake light not glowing - BRAKE (BRAKE) B00002065","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1463","910.0","80.0","27.0","B00006027","Air filter dirty - ENG (ENG) B00006027","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1464","910.0","80.0","28.0","B00006028","Eng reqd tuning up - ENG (ENG) B00006028","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1465","910.0","80.0","29.0","B00006029","VIP checking - MISC (MISC) B00006029","1.0","0.0","VIP CHECKING CARRIED OUT VEH FIT FOR LONG DUTY","2.0","VIP CHECKING CARRIED OUT VEH FIT FOR LONG DUTY","0","2","0"
"1466","910.0","80.0","30.0","B00006030","Fuel pressure not build-up (ENG) B00006030","1.0","0.0","NaN","1.0","NaN","0","1","0"
"1467","910.0","80.0","31.0","B00006031","Fuel pressure regulator N/W - ENG (ENG) B00006031","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1468","910.0","80.0","32.0","B00006032","Idle Air control system N/W  - ENG (ENG) B00006032","1.0","0.0","NaN","1.0","NaN","0","1","0"
"1469","910.0","80.0","33.0","B00006033","Ignitor N/W - ENG (ENG) B00006033","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1470","910.0","80.0","34.0","B00006034","Evaporative emmission control sys N/W - ENG (ENG) B00006034","0.0","45.0","NaN","1.0","NaN","0","1","0"
"1471","910.0","80.0","35.0","B00006035","Choke cable bkn - ENG (ENG) B00006035","1.0","0.0","NaN","1.0","NaN","0","1","0"
"1472","910.0","80.0","36.0","B00006036","Ignition time setting  - ENG (ENG) B00006036","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1473","910.0","80.0","37.0","B00006037","High tension coil faulty  - ENG (ENG) B00006037","1.0","0.0","NaN","1.0","NaN","0","1","0"
"1474","910.0","80.0","38.0","B00006038","Eng Pulling power weak - ENG (ENG) B00006038","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1475","910.0","80.0","39.0","B00006039","Sparking plug N/W (ENG) B00006039","0.0","30.0","NaN","1.0","NaN","0","1","1"
"1476","910.0","80.0","40.0","B00006040","Engine idle setting/not proper  - ENG (ENG) B00006040","0.0","30.0","high or low, engine stalling","1.0","NaN","0","1","0"
"1477","910.0","80.0","41.0","B00006041","Faulty ignition coil - ENG (ENG) B00006041","1.0","30.0","NaN","1.0","NaN","1","1","0"
"1478","910.0","80.0","42.0","B00006042","Engine vibrates - ENG (ENG) B00006042","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1479","910.0","80.0","43.0","B00006043","Excessive emission  - ENG (ENG) B00006043","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1480","910.0","80.0","44.0","B00006044","Ignition sys N/W - ENG (ENG) B00006044","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1481","910.0","80.0","45.0","B00006045","Starting Trouble - ENG (ENG) B00006045","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1482","910.0","80.0","46.0","B00006046","Hard starting - ENG (ENG) B00006046","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1483","910.0","80.0","47.0","B00006047","ECM N/W - ENG (ENG) B00006047","1.0","30.0","NaN","1.0","NaN","1","1","0"
"1484","910.0","80.0","48.0","B00006048","Sensor testing/checking - ENG (ENG) B00006048","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1485","910.0","80.0","49.0","B00006049","CMP sensor N/W - ENG (ENG) B00006049","1.0","0.0","NaN","1.0","NaN","0","1","0"
"1486","910.0","80.0","50.0","B00006050","ECT sensor N/W - ENG (ENG) B00006050","1.0","0.0","NaN","1.0","NaN","0","1","0"
"1487","910.0","80.0","51.0","B00006051","MAP sensor N/W - ENG (ENG) B00006051","1.0","0.0","NaN","1.0","NaN","0","1","0"
"1488","910.0","80.0","52.0","B00006052","O2 sensor N/W - ENG (ENG) B00006052","1.0","0.0","NaN","1.0","NaN","0","1","0"
"1489","910.0","80.0","53.0","B00006053","TP sensor N/W - ENG (ENG) B00006053","1.0","0.0","NaN","1.0","NaN","0","1","0"
"1490","910.0","80.0","54.0","B00006054","VSS sensor N/W - ENG (ENG) B00006054","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1491","910.0","80.0","55.0","B00006055","Fuel pump N/W - ENG (ENG) B00006055","2.0","0.0","injection problems and other reason for low performance","1.0","NaN","1","1","0"
"1492","910.0","80.0","56.0","B00006056","Fuel injector N/W  -  ENG (ENG) B00006056","0.0","30.0","NaN","1.0","NaN","0","1","1"
"1493","910.0","80.0","57.0","B00006057","Fuel injector no 2 N/W  - ENG (ENG) B00006057","0.0","30.0","NaN","1.0","NaN","0","1","1"
"1494","910.0","80.0","58.0","B00006058","Fuel injector no 3 N/W  - ENG (ENG) B00006058","0.0","30.0","NaN","1.0","NaN","0","1","1"
"1495","910.0","80.0","59.0","B00006059","Fuel injector no 4 N/W   - ENG (ENG) B00006059","0.0","30.0","NaN","1.0","NaN","0","1","1"
"1496","910.0","80.0","60.0","B00006060","Fuel injectors blocked or N/W  - ENG (ENG) B00006060","2.0","30.0","any problems r/o fuel injectors","1.0","NaN","1","1","0"
"1497","910.0","80.0","61.0","B00006061","Fuel filter dirty  - ENG (ENG) B00006061","1.0","0.0","NaN","1.0","NaN","0","1","0"
"1498","910.0","80.0","62.0","B00006062","Fuel pump relay N/W  - ENG (ENG) B00006062","2.0","0.0","NaN","1.0","NaN","0","1","0"
"1499","910.0","80.0","63.0","B00006063","Main relay N/W  - ENG (ENG) B00006063","2.0","0.0","NaN","1.0","NaN","1","1","0"
"1500","910.0","80.0","64.0","B00006064","lamp not glowing  - ENG (ENG) B00006064","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1501","910.0","80.0","65.0","B00006065","IAT sensor  N/W - ENG (ENG) B00006065","0.0","30.0","change sensor if reqd","1.0","NaN","0","1","0"
"1502","910.0","80.0","66.0","B00006066","Eng cranking but not starting  - ENG (ENG) B00006066","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1503","910.0","80.0","67.0","B00006067","Eng compressor output poor  - ENG (ENG) B00006067","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1504","910.0","80.0","68.0","B00006068","Engine  oil pressure low  - ENG (ENG) B00006068","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1505","910.0","80.0","69.0","B00006069","Eng oil pressure high  - ENG (ENG) B00006069","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1506","910.0","80.0","70.0","B00006070","Eng performance poor  - ENG (ENG) B00006070","1.0","30.0","check for losses, if reqd overhauling to be done","1.0","NaN","0","1","0"
"1507","910.0","80.0","71.0","B00006071","Eng RPM High- ENG (ENG) B00006071","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1508","910.0","80.0","72.0","B00006072","Malfuntioning of PCV valve  - ENG (ENG) B00006072","1.0","0.0","NaN","1.0","NaN","0","1","0"
"1509","910.0","80.0","73.0","B00006073","Cyl head gasket leaking  - ENG (ENG) B00006073","2.0","30.0","NaN","1.0","NaN","0","1","0"
"1510","910.0","80.0","74.0","B00006074","Inlet valve leaking  - ENG (ENG) B00006074","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1511","910.0","80.0","75.0","B00006075","Exhaust valve leaking  - ENG (ENG) B00006075","1.0","30.0","NaN","1.0","NaN","0","1","0"
"1512","910.0","80.0","76.0","B00006076","Piston rings bkn  - ENG (ENG) B00006076","3.0","30.0","change piston rings","1.0","NaN","1","1","0"
